title	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Psal_011865	0.229	0.3931	0.2565	0.3458	0.171	0.039	0.429	56.63	0.598	0.533	296	307	-0.108469	0.065147
Psal_011866	0.298	0.3763	0.2677	0.3229	0.207	0.007	0.416	60.03	0.545	0.508	483	498	-0.303414	0.076305
Psal_011867	0.3039	0.3627	0.2784	0.2815	0.21	0.007	0.406	61	0.52	0.504	342	365	0.157534	0.109589
Psal_011868	0.3979	0.356	0.2515	0.25	0.256	0.071	0.462	60.93	0.476	0.499	225	231	-0.276191	0.108225
Psal_011869	0.3066	0.3771	0.2538	0.3011	0.224	0.065	0.451	57.9	0.54	0.512	494	508	-0.459055	0.094488
Psal_011870	0.3609	0.3391	0.2947	0.2435	0.2	-0.023	0.409	54.9	0.465	0.498	269	281	-0.412456	0.106762
Psal_011871	0.3248	0.4274	0.2552	0.2264	0.202	0.021	0.422	55.35	0.528	0.493	398	416	-0.152404	0.115385
Psal_011872	0.3429	0.4571	0.1735	0.2581	0.222	0.066	0.464	61	0.576	0.541	125	133	-0.354135	0.105263
Psal_011873	0.3158	0.3421	0.2105	0.3034	0.198	0.075	0.443	61	0.541	0.543	122	129	0.462015	0.085271
Psal_011874	0.3647	0.3547	0.2851	0.2662	0.231	0.049	0.449	60.06	0.479	0.476	610	630	-0.338413	0.077778
Psal_011875	0.2654	0.4218	0.2514	0.2515	0.194	0.056	0.432	61	0.564	0.549	234	244	0.234426	0.065574
Psal_011876	0.2577	0.5498	0.1993	0.248	0.254	0.134	0.497	45.55	0.634	0.547	352	355	-0.501972	0.109859
Psal_011877	0.3083	0.4211	0.1778	0.2843	0.24	0.149	0.497	56.93	0.582	0.522	292	311	0.023473	0.131833
Psal_011878	0.2865	0.4663	0.1569	0.3034	0.198	0.145	0.49	52.71	0.629	0.532	202	213	-0.274178	0.103286
Psal_011879	0.2938	0.4068	0.2675	0.2867	0.213	0.091	0.444	53.71	0.546	0.51	207	213	-0.267606	0.089202
Psal_011880	0.2903	0.4032	0.2739	0.2313	0.21	0.064	0.447	56.08	0.529	0.515	206	213	-0.045071	0.098592
Psal_011881	0.342	0.3349	0.25	0.3182	0.211	0.057	0.438	57.3	0.515	0.502	507	531	-0.257627	0.067797
Psal_011882	0.2791	0.4496	0.1504	0.3235	0.209	0.03	0.438	52.62	0.632	0.53	144	151	-0.460265	0.072848
Psal_011883	0.3133	0.3563	0.2523	0.3122	0.191	0.012	0.415	57.39	0.534	0.508	959	992	-0.284173	0.078629
Psal_011884	0.3529	0.3246	0.2638	0.2564	0.209	0.065	0.451	58.81	0.478	0.514	521	542	-0.280812	0.073801
Psal_011885	0.2911	0.2658	0.3165	0.3288	0.132	-0.137	0.323	61	0.484	0.485	93	97	-0.050515	0.072165
Psal_011886	0.3188	0.3588	0.2695	0.2909	0.201	0.045	0.431	59.22	0.515	0.522	645	666	-0.246246	0.073574
Psal_011888	0.2453	0.4906	0.2281	0.2745	0.243	0.126	0.485	50.91	0.606	0.537	66	67	-0.028358	0.044776
Psal_011889	0.2357	0.4076	0.2482	0.3636	0.232	0.124	0.495	55.76	0.609	0.561	184	190	-0.396316	0.121053
Psal_011890	0.3824	0.3971	0.2143	0.1923	0.225	0.029	0.44	49.21	0.493	0.513	75	76	-0.318421	0.118421
Psal_011891	0.3237	0.3403	0.2398	0.2934	0.214	0.075	0.453	57.54	0.521	0.522	2351	2432	0.009375	0.060855
Psal_011892	0.2652	0.4015	0.3478	0.2857	0.197	-0.066	0.379	60.23	0.523	0.479	174	181	-0.758563	0.071823
Psal_011893	0.2806	0.3794	0.284	0.2876	0.208	0.003	0.409	61	0.531	0.518	303	309	0.133333	0.042071
Psal_011894	0.2879	0.303	0.2188	0.3559	0.142	-0.026	0.378	61	0.554	0.554	74	80	-0.3625	0.0625
Psal_011895	0.2727	0.3295	0.3176	0.3684	0.191	0.02	0.435	57.52	0.528	0.491	108	112	-0.399107	0.071429
Psal_011896	0.215	0.4881	0.2278	0.2691	0.238	0.193	0.523	50.5	0.625	0.52	325	343	0.402333	0.099125
Psal_011897	0.3214	0.334	0.2729	0.2494	0.173	0.008	0.413	59.84	0.491	0.53	528	547	-0.228154	0.078611
Psal_011898	0.3151	0.4137	0.2618	0.2353	0.208	0.061	0.439	56.16	0.525	0.486	417	431	-0.000464	0.104408
Psal_011899	0.3343	0.3757	0.245	0.2643	0.248	0.128	0.487	57.41	0.518	0.507	388	400	-0.058	0.0675
Psal_011900	0.3233	0.3835	0.2676	0.2577	0.201	0.046	0.428	57.93	0.514	0.488	566	584	-0.104452	0.09589
Psal_011901	0.3423	0.3604	0.186	0.3125	0.229	0.139	0.487	51.41	0.546	0.531	119	128	0.348438	0.171875
Psal_011902	0.3348	0.3833	0.2621	0.2526	0.206	-0.015	0.414	58.67	0.511	0.518	266	278	-0.342446	0.104317
Psal_011903	0.3291	0.3671	0.2206	0.2295	0.173	0.039	0.417	59.71	0.512	0.506	84	87	0.036782	0.034483
Psal_011904	0.2883	0.374	0.2319	0.2825	0.177	0.004	0.4	56.68	0.547	0.516	422	439	0.42574	0.111617
Psal_011905	0.3132	0.3361	0.2317	0.2821	0.199	0.111	0.464	55.57	0.521	0.524	524	544	0.506618	0.09375
Psal_011906	0.3216	0.2784	0.3049	0.25	0.204	-0.038	0.39	61	0.453	0.562	287	302	-0.463576	0.039735
Psal_011907	0.3185	0.2917	0.3046	0.2509	0.188	-0.008	0.398	61	0.461	0.529	369	374	-0.336096	0.058824
Psal_011908	0.3355	0.3816	0.2748	0.2992	0.224	0.061	0.481	52.11	0.525	0.53	183	198	-0.838889	0.09596
Psal_011909	0.3318	0.3946	0.2488	0.2593	0.22	0.065	0.462	58.62	0.523	0.493	262	270	-0.295926	0.114815
Psal_011910	0.3238	0.3524	0.2404	0.3114	0.204	0.026	0.441	61	0.529	0.51	238	245	-0.268163	0.126531
Psal_011911	0.3203	0.2549	0.3555	0.3333	0.198	-0.069	0.389	57.49	0.461	0.522	380	391	-1.252685	0.035806
Psal_011912	0.306	0.3559	0.3071	0.2437	0.208	0.044	0.444	58.31	0.491	0.506	322	325	-0.339077	0.083077
Psal_011913	0.3049	0.378	0.3333	0.2571	0.194	-0.033	0.414	57.45	0.495	0.505	99	101	-0.466337	0.049505
Psal_011914	0.2997	0.3706	0.2341	0.3015	0.195	0.045	0.438	58.42	0.551	0.54	425	445	-0.051011	0.08764
Psal_011915	0.2987	0.3805	0.2701	0.2933	0.206	0.031	0.448	60.08	0.537	0.509	516	528	-0.422538	0.126894
Psal_011916	0.3475	0.3602	0.2371	0.306	0.192	-0.03	0.409	49.59	0.524	0.513	269	279	-0.529032	0.132616
Psal_011917	0.3043	0.3623	0.2903	0.2069	0.142	-0.118	0.303	53.49	0.487	0.535	76	81	0.407407	0.061728
Psal_011918	0.3282	0.3053	0.3284	0.322	0.235	0.013	0.445	57.89	0.487	0.524	339	348	-1.417816	0.037356
Psal_011919	0.3284	0.4068	0.2411	0.2578	0.201	0.048	0.432	58.09	0.531	0.492	548	564	-0.080142	0.095745
Psal_011920	0.3415	0.297	0.2264	0.2992	0.184	-0.004	0.412	59.37	0.505	0.547	993	1014	-0.441519	0.057199
Psal_011921	0.2998	0.4433	0.2244	0.2749	0.248	0.108	0.478	54.46	0.574	0.52	544	565	-0.198053	0.111504
Psal_011922	0.3243	0.2838	0.2254	0.3692	0.183	0.085	0.459	61	0.529	0.502	85	89	-0.469663	0.078652
Psal_011923	0.3074	0.3453	0.2615	0.2973	0.204	0.061	0.455	59.37	0.523	0.516	545	568	-0.262148	0.107394
Psal_011924	0.2637	0.3648	0.3187	0.3271	0.188	-0.026	0.409	60.22	0.535	0.507	540	565	-0.395398	0.099115
Psal_011925	0.3709	0.3974	0.2667	0.2672	0.258	0.101	0.497	61	0.508	0.524	187	201	-0.969154	0.109453
Psal_011926	0.3087	0.4248	0.2514	0.2656	0.213	0.067	0.442	57.5	0.544	0.495	452	469	-0.106823	0.093817
Psal_011927	0.3617	0.234	0.3019	0.3654	0.187	-0.212	0.333	61	0.476	0.515	63	68	-0.810294	0.117647
Psal_011928	0.2939	0.4327	0.2037	0.3333	0.237	0.082	0.465	56.68	0.597	0.513	288	304	-0.159868	0.101974
Psal_011929	0.2936	0.383	0.2172	0.3585	0.224	0.015	0.431	59.15	0.587	0.533	283	301	-0.230897	0.086379
Psal_011931	0.3289	0.3822	0.3039	0.2188	0.245	0.046	0.447	52.62	0.485	0.52	264	275	-0.253455	0.116364
Psal_011932	0.2771	0.3133	0.2983	0.3125	0.146	0.012	0.413	57.39	0.514	0.518	288	301	-0.330233	0.089701
Psal_011933	0.3045	0.4938	0.1486	0.3148	0.258	0.036	0.453	44.9	0.641	0.583	320	323	-0.811455	0.006192
Psal_011934	0.2915	0.4494	0.2398	0.2828	0.248	0.113	0.483	50.03	0.572	0.502	292	307	-0.136808	0.09772
Psal_011935	0.331	0.3172	0.254	0.2667	0.191	0.047	0.43	59.33	0.494	0.53	158	164	-0.239024	0.085366
Psal_011936	0.318	0.3594	0.1772	0.3684	0.194	-0.001	0.407	58.6	0.593	0.58	273	276	-0.855797	0.028986
Psal_011937	0.3433	0.2836	0.3208	0.2449	0.175	0.061	0.437	61	0.437	0.475	71	73	0.284932	0.136986
Psal_011938	0.2581	0.3763	0.3483	0.3214	0.208	-0.07	0.41	53.58	0.53	0.508	117	120	-0.711667	0.075
Psal_011939	0.2951	0.4098	0.2281	0.283	0.272	0.093	0.451	49.5	0.563	0.5	71	74	0.021621	0.054054
Psal_011940	0.3346	0.4449	0.1991	0.1991	0.239	0.153	0.502	52.77	0.545	0.512	301	310	-0.081936	0.109677
Psal_011941	0.3294	0.4405	0.1901	0.278	0.259	0.037	0.452	49.74	0.578	0.564	325	327	-0.704281	0.006116
Psal_011942	0.3406	0.3712	0.1866	0.3384	0.229	0.058	0.457	60.97	0.565	0.533	269	281	-0.315302	0.103203
Psal_011943	0.4103	0.4551	0.1298	0.1885	0.291	0.19	0.526	46.21	0.537	0.514	175	181	0.053039	0.099448
Psal_011944	0.3463	0.4046	0.2152	0.2275	0.251	0.157	0.514	55.4	0.525	0.535	628	659	-0.191047	0.094082
Psal_011945	0.3562	0.3783	0.2302	0.2544	0.23	0.065	0.459	56.03	0.514	0.52	971	1006	-0.228529	0.097416
Psal_011947	0.2581	0.3441	0.2222	0.3562	0.172	0.07	0.45	61	0.58	0.516	100	104	0.083654	0.076923
Psal_011948	0.264	0.4061	0.1667	0.3836	0.202	0.137	0.491	55.24	0.63	0.537	216	224	-0.233929	0.116071
Psal_011949	0.3286	0.3535	0.2651	0.2738	0.211	0.059	0.446	58.73	0.506	0.511	632	665	-0.265865	0.109774
Psal_011950	0.2727	0.2597	0.3313	0.3694	0.157	-0.073	0.381	61	0.505	0.537	194	200	-0.995	0.04
Psal_011951	0.2925	0.4151	0.2697	0.1928	0.26	0.12	0.487	46.18	0.522	0.527	115	117	0.145299	0.094017
Psal_011952	0.3226	0.4581	0.14	0.3357	0.231	-0.013	0.402	45.22	0.624	0.536	189	194	-0.120103	0.072165
Psal_011953	0.3147	0.3604	0.2402	0.2976	0.207	0.048	0.451	60.26	0.535	0.506	226	232	-0.268965	0.068966
Psal_011954	0.2544	0.4211	0.2857	0.3	0.193	-0.036	0.402	51.31	0.567	0.477	127	130	-0.209231	0.092308
Psal_011955	0.2868	0.3676	0.3246	0.2264	0.189	0.018	0.427	51.11	0.493	0.505	150	157	-0.163694	0.070064
Psal_011956	0.2903	0.3871	0.2692	0.2448	0.189	0.041	0.438	61	0.527	0.49	203	209	-0.019139	0.062201
Psal_011957	0.2583	0.3455	0.2479	0.3462	0.169	-0.03	0.403	51.8	0.572	0.555	727	746	-0.458445	0.065684
Psal_011958	0.2857	0.3333	0.2601	0.3397	0.223	0.125	0.49	57.2	0.54	0.511	202	206	-0.217961	0.038835
Psal_011959	0.2647	0.3934	0.25	0.3045	0.227	0.065	0.451	57.73	0.569	0.527	306	316	0.004114	0.098101
Psal_011960	0.2964	0.431	0.2333	0.2658	0.241	0.149	0.5	56.8	0.564	0.511	672	698	-0.206304	0.094556
Psal_011961	0.3358	0.291	0.275	0.2807	0.151	-0.042	0.376	53.28	0.477	0.516	149	157	-0.380892	0.038217
Psal_011962	0.3323	0.4194	0.203	0.2736	0.259	0.072	0.473	54.53	0.561	0.548	387	389	-0.605398	0.023136
Psal_011963	0.3185	0.3378	0.2967	0.2629	0.181	-0.035	0.409	53.38	0.493	0.532	592	608	-0.890461	0.046053
Psal_011964	0.3246	0.3158	0.2169	0.348	0.218	0.08	0.468	57.89	0.537	0.546	378	386	-0.132642	0.085492
Psal_011965	0.2386	0.4056	0.3482	0.2077	0.205	0.052	0.441	53.8	0.51	0.523	526	548	-0.056022	0.091241
Psal_011966	0.2579	0.4969	0.244	0.25	0.205	0.028	0.424	51.24	0.597	0.52	380	403	-0.184367	0.094293
Psal_011967	0.3357	0.3791	0.1845	0.285	0.201	0.052	0.43	52.06	0.547	0.499	300	313	0.524281	0.134185
Psal_011968	0.241	0.3266	0.3036	0.3316	0.18	-0.004	0.396	58.67	0.54	0.527	507	534	-0.01367	0.074906
Psal_011969	0.2613	0.4171	0.2073	0.3017	0.226	0.059	0.462	55.71	0.6	0.572	457	472	-0.520551	0.061441
Psal_011970	0.2973	0.29	0.2497	0.3752	0.193	0	0.409	58.68	0.541	0.537	961	998	-0.023447	0.063126
Psal_011972	0.3483	0.3585	0.2795	0.2488	0.221	0.039	0.437	56.89	0.484	0.505	570	593	-0.336256	0.091062
Psal_011973	0.3534	0.3103	0.2075	0.2796	0.206	0.16	0.512	56.13	0.496	0.56	125	131	0.055725	0.038168
Psal_011974	0.2492	0.3387	0.2123	0.5077	0.174	-0.07	0.384	48.43	0.63	0.502	378	392	-0.381378	0.084184
Psal_011975	0.2979	0.375	0.2602	0.3036	0.198	0.049	0.431	57.03	0.537	0.492	557	578	-0.177163	0.069204
Psal_011976	0.2467	0.3955	0.2099	0.3661	0.188	0.021	0.415	52.43	0.616	0.532	607	626	-0.179712	0.06869
Psal_011977	0.2818	0.4261	0.2579	0.2863	0.216	0.066	0.443	60.29	0.563	0.497	336	348	-0.290517	0.068966
Psal_011978	0.2423	0.3814	0.2278	0.3669	0.189	0.031	0.424	57.1	0.607	0.539	224	230	-0.341739	0.069565
Psal_011979	0.2703	0.4054	0.2346	0.3198	0.183	0.031	0.419	57.63	0.579	0.508	554	573	-0.161431	0.069808
Psal_011980	0.3544	0.1799	0.1804	0.4419	0.148	-0.059	0.395	50.99	0.528	0.564	1670	1718	-0.774272	0.035506
Psal_011981	0.3363	0.3743	0.1956	0.3322	0.222	0.019	0.416	53.57	0.562	0.521	404	415	-0.283374	0.074699
Psal_011982	0.2667	0.25	0.3175	0.2833	0.157	-0.064	0.368	53.86	0.471	0.559	68	71	-0.505634	0.056338
Psal_011983	0.2637	0.418	0.2366	0.3146	0.198	0.069	0.44	55.46	0.587	0.519	584	606	-0.177888	0.084158
Psal_011984	0.2337	0.4536	0.3108	0.25	0.222	0.093	0.455	51.98	0.565	0.505	336	348	-0.006896	0.117816
Psal_011985	0.2571	0.4	0.3272	0.2091	0.183	0.027	0.407	55.16	0.505	0.486	396	409	0.228851	0.06357
Psal_011986	0.2754	0.4348	0.2295	0.2778	0.195	0.005	0.41	61	0.577	0.525	78	80	-0.14625	0.0625
Psal_011987	0.41	0.2	0.3505	0.2979	0.189	-0.093	0.374	49.55	0.39	0.522	123	127	-0.95748	0.047244
Psal_011988	0.4184	0.2979	0.375	0.2245	0.289	-0.088	0.398	47	0.393	0.475	191	198	-1.008081	0.015152
Psal_011989	0.3564	0.3034	0.2274	0.2934	0.194	-0.003	0.406	54.48	0.503	0.549	1102	1120	-0.725446	0.025893
Psal_011990	0.2889	0.3333	0.443	0.2133	0.214	-0.094	0.364	54.62	0.43	0.436	107	114	-0.074562	0.149123
Psal_011991	0.3478	0.2609	0.4426	0.2105	0.203	-0.052	0.395	57.82	0.37	0.433	81	84	-0.214286	0.130952
Psal_011992	0.3926	0.2148	0.3443	0.3363	0.186	-0.167	0.309	56.63	0.414	0.453	162	172	0.050581	0.087209
Psal_011993	0.3869	0.2687	0.3574	0.2269	0.207	-0.063	0.374	53.59	0.392	0.461	1509	1572	-0.250191	0.073155
Psal_011994	0.3393	0.371	0.2018	0.2811	0.224	0.062	0.447	57.3	0.537	0.527	559	574	0.055923	0.078397
Psal_011995	0.1838	0.5074	0.2742	0.2542	0.159	0.001	0.405	55.98	0.627	0.545	158	161	-0.574534	0.068323
Psal_011996	0.3143	0.419	0.2747	0.2195	0.224	0.044	0.442	58.85	0.517	0.485	120	125	-0.1352	0.064
Psal_011997	0.3162	0.2858	0.2316	0.3291	0.203	0.007	0.432	56.6	0.524	0.55	1621	1658	-0.461821	0.044029
Psal_011998	0.3244	0.3846	0.2278	0.2946	0.212	0.054	0.447	56.3	0.544	0.519	342	360	-0.23	0.091667
Psal_011999	0.2081	0.4451	0.2883	0.2614	0.204	0.058	0.44	57.07	0.585	0.551	200	208	-0.11875	0.052885
Psal_012000	0.2937	0.381	0.2843	0.2258	0.204	0.064	0.444	61	0.511	0.504	135	139	-0.186331	0.107914
Psal_012001	0.2758	0.3879	0.243	0.2725	0.204	0.083	0.451	58.19	0.553	0.519	488	508	0.511811	0.139764
Psal_012002	0.2555	0.3613	0.2368	0.3871	0.165	-0.023	0.402	57.14	0.595	0.537	328	344	-0.324709	0.104651
Psal_012003	0.3021	0.4268	0.2645	0.2417	0.23	0.067	0.455	55.28	0.537	0.504	1228	1265	-0.218498	0.100395
Psal_012004	0.281	0.4401	0.2268	0.2775	0.212	0.122	0.476	55.51	0.579	0.501	515	528	-0.113826	0.079545
Psal_012005	0.2717	0.474	0.2282	0.2482	0.214	0.122	0.487	51.05	0.589	0.506	197	206	0.040291	0.092233
Psal_012006	0.3448	0.4483	0.2406	0.2032	0.245	0.115	0.501	51.91	0.525	0.532	345	352	-0.983523	0.039773
Psal_012007	0.3271	0.3387	0.2107	0.3552	0.247	0.078	0.464	58.42	0.551	0.525	481	502	-0.065339	0.133466
Psal_012008	0.2906	0.2906	0.2299	0.3625	0.191	-0.051	0.395	56.22	0.549	0.555	397	410	-0.429512	0.078049
Psal_012009	0.3131	0.3035	0.1388	0.4885	0.191	0.05	0.431	53.26	0.619	0.519	360	374	-0.121658	0.09893
Psal_012010	0.3679	0.3571	0.2153	0.3109	0.238	0.06	0.464	52.53	0.53	0.539	345	359	-0.542897	0.077994
Psal_012011	0.4179	0.2587	0.3099	0.1939	0.181	-0.067	0.376	53.26	0.38	0.484	221	228	-0.467544	0.083333
Psal_012012	0.2809	0.366	0.3415	0.2434	0.177	0.013	0.41	56.02	0.493	0.493	268	278	-0.151439	0.093525
Psal_012013	0.341	0.2552	0.2676	0.3377	0.208	-0.023	0.416	56.36	0.491	0.523	1615	1645	-0.738359	0.028571
Psal_012014	0.2663	0.3846	0.3041	0.3043	0.205	0.024	0.422	61	0.54	0.515	211	222	-0.732432	0.054054
Psal_012015	0.2697	0.3289	0.2449	0.364	0.173	-0.001	0.415	55.33	0.569	0.546	357	375	-0.585067	0.072
Psal_012016	0.3491	0.2689	0.3171	0.3402	0.193	-0.035	0.405	59.86	0.469	0.485	262	271	-1.036162	0.077491
Psal_012018	0.2637	0.5055	0.2319	0.2097	0.321	0.201	0.545	43.6	0.596	0.571	99	105	-0.339048	0.07619
Psal_012019	0.2575	0.3843	0.2746	0.2488	0.214	0.074	0.445	54.02	0.534	0.494	292	309	0.465696	0.080906
Psal_012020	0.2779	0.273	0.2509	0.4117	0.182	0.01	0.409	55.72	0.551	0.509	704	725	-0.202207	0.088276
Psal_012021	0.2441	0.3459	0.268	0.3507	0.18	0.015	0.431	50.65	0.572	0.541	809	840	-0.625833	0.07619
Psal_012022	0.3681	0.1575	0.2079	0.4202	0.135	-0.202	0.319	47.79	0.49	0.565	539	549	-0.645355	0.047359
Psal_012023	0.2594	0.4152	0.2771	0.2591	0.193	0.053	0.434	56.48	0.554	0.51	896	926	-0.137149	0.088553
Psal_012024	0.3009	0.4259	0.2308	0.2978	0.187	-0.047	0.384	58.15	0.569	0.508	255	264	-0.607955	0.07197
Psal_012025	0.3385	0.3186	0.2155	0.3342	0.218	0.083	0.462	55.76	0.53	0.515	515	531	-0.277966	0.062147
Psal_012026	0.2943	0.3857	0.2258	0.3072	0.208	0.028	0.432	57.75	0.565	0.539	398	411	-0.118248	0.075426
Psal_012027	0.278	0.4049	0.2841	0.2317	0.225	0.101	0.478	55.22	0.531	0.516	228	237	-0.084388	0.054852
Psal_012028	0.3245	0.3687	0.2964	0.2203	0.237	0.101	0.476	57.24	0.483	0.51	389	397	-0.073048	0.078086
Psal_012029	0.3174	0.3707	0.2337	0.3324	0.227	0.041	0.444	57.62	0.554	0.52	906	941	-0.571307	0.057386
Psal_012030	0.3279	0.3994	0.2243	0.2591	0.239	0.108	0.478	53.05	0.539	0.536	347	357	-0.377031	0.092437
Psal_012031	0.3377	0.3816	0.3143	0.1957	0.198	0.019	0.414	58.81	0.462	0.465	266	276	-0.167029	0.07971
Psal_012032	0.2741	0.4365	0.2514	0.2909	0.197	0.009	0.412	58.89	0.575	0.512	233	240	-0.556667	0.058333
Psal_012033	0.3986	0.3287	0.271	0.2467	0.223	0.07	0.47	54.91	0.459	0.504	183	187	-0.827273	0.042781
Psal_012034	0.3295	0.3864	0.2576	0.3279	0.246	0.058	0.45	61	0.54	0.486	100	107	-0.399065	0.074766
Psal_012035	0.3522	0.2704	0.2373	0.3107	0.207	0.086	0.454	58.62	0.487	0.564	355	375	-0.353867	0.077333
Psal_012036	0.2988	0.372	0.1716	0.2891	0.212	0.07	0.476	53.31	0.576	0.54	170	176	0.319318	0.085227
Psal_012037	0.2748	0.3664	0.221	0.3757	0.191	-0.001	0.414	56.83	0.591	0.531	464	478	-0.271967	0.085774
Psal_012038	0.2463	0.4194	0.1958	0.3968	0.218	0.038	0.445	52.25	0.641	0.54	418	435	-0.292644	0.05977
Psal_012039	0.3562	0.411	0.2239	0.2381	0.214	0.038	0.43	58.91	0.523	0.494	86	87	-0.173563	0.045977
Psal_012040	0.2745	0.3938	0.1932	0.4178	0.193	-0.027	0.41	54.71	0.625	0.534	520	547	-0.597623	0.073126
Psal_012041	0.3048	0.3451	0.2262	0.3489	0.199	0.04	0.444	57.42	0.558	0.527	473	490	-0.375306	0.063265
Psal_012042	0.2729	0.4312	0.2507	0.2712	0.223	0.107	0.463	57.08	0.569	0.505	499	522	0.053257	0.086207
Psal_012043	0.2813	0.3616	0.3015	0.3115	0.179	-0.003	0.398	61	0.529	0.499	261	272	-0.213971	0.095588
Psal_012044	0.2911	0.3861	0.3469	0.1825	0.194	-0.004	0.421	53.01	0.47	0.51	183	189	-0.253439	0.074074
Psal_012045	0.322	0.3729	0.3462	0.1633	0.226	0.071	0.478	47.32	0.448	0.502	67	69	-0.607246	0.101449
Psal_012046	0.2818	0.3536	0.3017	0.2866	0.169	-0.006	0.421	52.88	0.514	0.522	216	223	-0.40583	0.098655
Psal_012047	0.3178	0.2944	0.2423	0.4057	0.219	-0.003	0.423	61	0.548	0.497	272	286	-0.2	0.08042
Psal_012048	0.304	0.3729	0.2971	0.2436	0.184	0.01	0.409	58.14	0.502	0.5	482	502	-0.100398	0.111554
Psal_012049	0.2286	0.4286	0.3818	0.24	0.196	0.058	0.456	57.59	0.532	0.472	79	82	-0.539024	0.097561
Psal_012050	0.3419	0.2906	0.3984	0.2727	0.204	0.003	0.437	59.22	0.424	0.497	158	163	-1.3	0.055215
Psal_012051	0.366	0.4072	0.1886	0.1718	0.226	0.099	0.483	52.26	0.507	0.545	211	220	0.035454	0.104545
Psal_012052	0.3632	0.5274	0.108	0.0994	0.313	0.31	0.603	41.7	0.57	0.564	214	220	0.207273	0.090909
Psal_012053	0.3421	0.3289	0.2353	0.2857	0.162	-0.003	0.412	61	0.506	0.513	85	89	-0.113483	0.044944
Psal_012054	0.3249	0.3682	0.1933	0.332	0.234	0.018	0.448	60.22	0.57	0.546	330	339	-0.631269	0.056047
Psal_012055	0.3431	0.3431	0.1889	0.2874	0.228	0.089	0.482	61	0.536	0.562	112	118	-0.678814	0.033898
Psal_012056	0.3829	0.3198	0.1806	0.3257	0.271	0.13	0.509	54.24	0.53	0.545	536	555	-0.633333	0.036036
Psal_012057	0.3206	0.3893	0.2523	0.202	0.196	0.052	0.436	45.24	0.507	0.494	140	147	-0.105442	0.102041
Psal_012058	0.3133	0.3911	0.2818	0.2424	0.231	0.09	0.461	57.04	0.51	0.491	518	535	-0.025795	0.080374
Psal_012059	0.3537	0.4082	0.2593	0.192	0.263	0.132	0.485	58.36	0.491	0.507	171	179	0.004469	0.083799
Psal_012060	0.3118	0.3529	0.2886	0.2826	0.207	0.026	0.415	61	0.508	0.51	195	202	-0.159901	0.089109
Psal_012061	0.2848	0.4371	0.2392	0.2593	0.222	0.113	0.467	55.08	0.564	0.514	525	542	0.052583	0.073801
Psal_012062	0.2969	0.3073	0.3243	0.2169	0.234	0.045	0.448	52.36	0.455	0.558	429	438	-0.454338	0.063927
Psal_012063	0.3457	0.2654	0.2757	0.2743	0.2	0.01	0.425	57.52	0.458	0.535	360	371	-0.52372	0.051213
Psal_012064	0.3071	0.4071	0.2429	0.2735	0.225	0.076	0.453	55.69	0.545	0.512	490	507	-0.053649	0.088757
Psal_012065	0.2842	0.3832	0.2407	0.2429	0.208	0.05	0.438	58.21	0.537	0.523	514	539	0.596289	0.107607
Psal_012066	0.305	0.3856	0.2906	0.2618	0.204	-0.029	0.412	58.21	0.519	0.494	522	538	-0.471004	0.104089
Psal_012067	0.301	0.2907	0.3525	0.2709	0.164	-0.062	0.375	61	0.459	0.523	331	340	-0.925882	0.076471
Psal_012068	0.3098	0.3147	0.2673	0.3248	0.197	-0.005	0.412	58.89	0.52	0.528	1453	1512	-0.570238	0.065476
Psal_012069	0.3145	0.3286	0.2814	0.3347	0.207	-0.014	0.411	58.83	0.515	0.51	336	350	-0.219143	0.057143
Psal_012070	0.298	0.3905	0.2581	0.244	0.189	0.051	0.429	59.59	0.529	0.504	501	520	-0.032115	0.080769
Psal_012071	0.2689	0.3782	0.2356	0.326	0.193	0.006	0.412	61	0.569	0.501	262	267	0.577528	0.101124
Psal_012072	0.3059	0.2765	0.3245	0.2937	0.172	-0.009	0.405	61	0.468	0.487	190	199	-0.045729	0.125628
Psal_012073	0.2459	0.3607	0.2963	0.3333	0.201	0.008	0.429	58.54	0.557	0.538	140	150	-0.236	0.106667
Psal_012075	0.3443	0.3279	0.2932	0.3047	0.202	0.031	0.431	61	0.494	0.488	160	164	-0.786585	0.04878
Psal_012076	0.2937	0.4196	0.1858	0.2468	0.287	0.095	0.517	49.14	0.58	0.556	650	653	-0.438897	0.041348
Psal_012077	0.3417	0.3981	0.1778	0.294	0.24	0.061	0.457	53.95	0.56	0.519	575	594	-0.091919	0.090909
Psal_012078	0.3218	0.3691	0.2715	0.2444	0.19	0.048	0.442	57.76	0.503	0.525	364	374	-0.204813	0.09893
Psal_012079	0.2827	0.3943	0.2487	0.2877	0.216	0.102	0.457	54.72	0.555	0.514	481	496	-0.004839	0.08871
Psal_012080	0.2768	0.4152	0.2737	0.2253	0.186	0.049	0.425	55.77	0.537	0.518	499	517	0.003868	0.081238
Psal_012081	0.3361	0.2647	0.2811	0.3504	0.167	-0.046	0.393	57.93	0.492	0.527	295	303	-1.133993	0.016502
Psal_012082	0.251	0.4826	0.2232	0.3366	0.268	0.149	0.505	53.64	0.628	0.521	309	325	-0.419692	0.129231
