GC1	GC2	GC3	GC	CAI	CBI	Fop	Nc	Gravy	Aromo
65.89	41.12	58.41	55.14	0.246	0.021	0.44	49.18	-0.211268	0.028169
47.79	45.13	55.75	49.56	0.185	0.036	0.421	58.95	0.033036	0.107143
58.49	45.79	53.18	52.49	0.228	0.066	0.455	55.5	-0.006657	0.066568
54.92	47.81	51.91	51.55	0.232	0.11	0.478	61	-0.058356	0.060274
55.45	43.64	53.94	51.01	0.259	0.085	0.475	54.38	-0.114286	0.079027
51.49	52.48	54.46	52.81	0.158	-0.026	0.385	61	-0.679	0.05
58.39	45.52	55.4	53.1	0.234	0.08	0.475	58.16	-0.781336	0.092166
57.47	50.57	60.92	56.32	0.229	0.064	0.444	41.88	0.376744	0.069767
61.07	41.23	53.17	51.82	0.201	-0.001	0.405	58.81	-0.256425	0.059308
60.3	44.85	51.99	52.38	0.271	0.119	0.491	54.14	-0.199667	0.063228
52.78	42.8	61.8	52.46	0.249	0.136	0.494	52.93	0.385385	0.125
59.59	44.56	53.89	52.68	0.175	-0.014	0.397	61	-0.251562	0.078125
52.78	44.89	60.27	52.65	0.249	0.088	0.48	51.98	-0.326998	0.09727
57.73	46.69	58.56	54.33	0.243	0.069	0.456	53.85	-0.622715	0.055402
54.55	41.05	51.52	49.04	0.179	0.018	0.412	57.77	-0.068785	0.093923
38.96	50.65	49.35	46.32	0.336	0.062	0.486	46.25	-0.694737	0.039474
57.22	43.04	52.32	50.86	0.212	0.095	0.466	57.64	-0.557106	0.116279
60.83	43.62	52.82	52.42	0.226	0.034	0.436	57.02	-0.518155	0.080357
55.67	40.39	60.84	52.3	0.2	0.059	0.434	58.52	-0.135309	0.111111
57.65	45.6	57.98	53.75	0.255	0.142	0.502	53.46	-0.181566	0.063622
55.42	49.17	53.33	52.64	0.252	0.169	0.522	57.28	0.070293	0.075314
50.78	46.03	60.73	52.51	0.264	0.105	0.492	51.94	-0.414254	0.100615
56.67	45.0	48.33	50.0	0.198	0.077	0.446	56.07	1.215254	0.084746
48.03	49.16	53.93	50.37	0.226	0.06	0.458	60.45	-0.09831	0.104225
66.85	42.7	67.98	59.18	0.29	0.067	0.471	37.89	0.00452	0.050847
59.23	44.62	65.38	56.41	0.237	-0.024	0.417	48.66	-0.33876	0.054264
52.87	42.83	61.29	52.33	0.204	0.089	0.451	58.1	-0.147935	0.084381
57.14	48.3	51.7	52.38	0.203	0.098	0.468	59.29	-0.024658	0.047945
67.22	40.56	66.11	57.96	0.317	0.166	0.526	38.39	-0.051397	0.050279
67.63	54.68	44.6	55.64	0.16	-0.049	0.378	58.2	-0.623188	0.028986
66.35	41.35	52.88	53.53	0.196	0.078	0.46	45.07	0.107767	0.038835
58.18	35.76	67.88	53.94	0.281	0.061	0.469	52.46	-0.194512	0.04878
65.43	38.89	62.35	55.56	0.309	0.113	0.5	38.64	-0.241615	0.043478
51.25	44.07	59.77	51.7	0.247	0.132	0.491	52.38	0.255685	0.125418
48.27	43.29	55.41	48.99	0.205	0.04	0.446	58.99	-0.186768	0.130152
60.33	40.0	47.67	49.33	0.199	-0.029	0.395	54.11	-0.637458	0.090301
48.65	41.89	54.32	48.29	0.231	-0.035	0.414	57.8	-0.562331	0.089431
64.48	37.16	54.1	51.91	0.309	0.156	0.534	55.63	-1.801099	0.021978
52.54	44.92	51.94	49.8	0.207	0.01	0.423	58.29	-0.299394	0.082424
56.04	45.71	57.24	53.0	0.209	0.016	0.42	58.72	-0.322233	0.069188
57.65	39.86	58.72	52.08	0.192	-0.032	0.368	59.98	0.019643	0.071429
55.77	42.58	58.24	52.2	0.215	0.079	0.451	56.53	-0.076859	0.112948
58.7	44.2	52.17	51.69	0.158	-0.01	0.395	58.62	-0.188321	0.109489
55.25	43.84	54.34	51.14	0.219	0.103	0.459	54.6	-0.197248	0.06422
57.85	41.08	51.38	50.1	0.242	0.051	0.46	60.6	-0.888136	0.046225
55.7	48.32	48.99	51.01	0.216	-0.064	0.386	61	-0.622297	0.108108
56.94	42.2	48.65	49.26	0.221	0.014	0.43	58.79	-0.545582	0.076509
60.92	49.3	60.92	57.04	0.206	0.076	0.457	58.36	-0.720848	0.056537
55.74	39.16	54.28	49.73	0.23	0.078	0.452	59.69	-0.147263	0.091241
52.87	43.96	53.29	50.04	0.204	0.015	0.426	56.68	-0.519667	0.095
54.29	40.0	57.14	50.48	0.238	0.065	0.442	60.05	-0.063525	0.118852
44.64	42.86	60.71	49.4	0.271	0.153	0.51	46.91	-0.290909	0.054545
52.53	44.27	50.67	49.16	0.18	-0.049	0.372	54.34	-0.179412	0.072193
73.15	41.61	65.1	59.96	0.236	0.137	0.49	47.88	-1.075676	0.02027
53.06	40.07	53.43	48.86	0.229	0.039	0.442	57.33	-0.47411	0.099387
55.37	36.36	49.59	47.11	0.202	0.005	0.417	58.55	-0.634167	0.058333
54.05	40.72	52.79	49.19	0.18	-0.016	0.401	58.56	-0.18574	0.074007
53.03	37.12	67.42	52.53	0.219	0.133	0.492	55.64	-0.671756	0.076336
54.55	40.67	56.46	50.56	0.238	0.139	0.498	59.76	-0.506235	0.091127
56.5	42.48	56.91	51.96	0.227	0.104	0.467	56.95	-0.150713	0.112016
59.34	32.97	59.34	50.55	0.178	0.038	0.4	59.04	0.141111	0.088889
57.54	43.38	49.54	50.15	0.196	-0.002	0.413	55.93	-0.18179	0.108025
57.37	41.65	53.48	50.84	0.205	0.012	0.425	58.36	-0.628084	0.087662
49.83	44.52	56.48	50.28	0.201	0.023	0.421	59.56	-0.317333	0.103333
56.25	43.12	56.88	52.08	0.223	0.069	0.453	61	-0.458491	0.08805
60.6	54.78	51.19	55.52	0.196	0.039	0.435	60.08	-0.863528	0.050822
54.22	41.98	55.91	50.7	0.195	0.032	0.431	54.68	-0.187104	0.116279
51.54	41.41	60.79	51.25	0.277	0.114	0.493	57.81	-0.34115	0.146018
62.35	42.35	50.0	51.57	0.216	0.056	0.449	48.44	-0.51716	0.094675
53.67	41.77	55.7	50.38	0.22	-0.018	0.412	58.6	-0.516497	0.101523
57.57	40.95	58.75	52.42	0.199	0.029	0.421	59.59	-0.209822	0.104167
55.88	28.43	58.82	47.71	0.331	0.127	0.526	54.86	-1.033663	0.049505
56.59	57.45	61.34	58.46	0.163	-0.073	0.367	53.24	-0.420779	0.051948
49.86	43.84	56.44	50.05	0.22	0.051	0.447	58.98	-0.303297	0.123626
59.82	47.72	51.26	52.93	0.234	0.038	0.44	58.08	-0.433143	0.082286
56.7	42.13	50.34	49.72	0.211	0.057	0.442	57.08	-0.172114	0.109589
52.82	47.69	51.28	50.6	0.197	0.04	0.441	57.77	-0.108763	0.087629
51.93	48.65	53.47	51.35	0.198	0.055	0.442	57.77	0.402708	0.104449
54.15	39.17	58.66	50.66	0.214	0.031	0.443	56.94	-0.377939	0.119349
56.54	49.74	67.02	57.77	0.303	0.285	0.589	37.33	-0.318947	0.121053
55.41	55.41	50.0	53.6	0.279	-0.009	0.435	56.76	0.224658	0.068493
56.81	47.6	55.51	53.31	0.196	0.043	0.44	55.41	-0.127403	0.1
63.18	54.09	50.0	55.76	0.21	0.066	0.446	54.4	0.072146	0.03653
53.86	40.84	63.13	52.61	0.213	0.025	0.435	54.93	-0.28208	0.117257
59.97	46.94	54.89	53.93	0.243	0.091	0.472	53.69	-0.083812	0.101828
56.62	38.77	63.08	52.82	0.313	0.204	0.539	41.94	-0.183333	0.080247
57.14	40.48	54.76	50.79	0.222	0.095	0.451	56.99	-0.169625	0.112628
60.0	41.11	70.74	57.28	0.258	0.072	0.462	35.3	-0.414126	0.05948
53.76	53.12	56.13	54.34	0.259	0.181	0.53	50.23	-0.035991	0.090517
56.22	42.7	58.38	52.43	0.241	0.149	0.503	55.53	-0.490217	0.11413
45.62	48.75	58.13	50.83	0.244	0.145	0.514	61	-0.336478	0.100629
50.99	46.2	55.21	50.8	0.217	-0.026	0.408	56.48	-0.424294	0.09322
57.93	49.71	51.91	53.19	0.179	0.016	0.409	58.94	-0.366507	0.037321
53.99	47.42	54.46	51.96	0.28	0.138	0.505	57.48	-0.520755	0.056604
57.98	47.47	55.25	53.57	0.159	-0.025	0.386	57.99	-0.408594	0.109375
59.65	46.78	50.32	52.25	0.199	-0.028	0.406	60.11	-1.022705	0.056361
51.55	48.17	57.46	52.39	0.207	0.101	0.484	54.39	-0.898587	0.062147
55.45	49.09	40.91	48.48	0.194	-0.017	0.4	61	-0.5	0.055046
57.33	45.78	58.67	53.93	0.245	0.078	0.454	45.85	0.092857	0.075893
52.94	50.42	54.62	52.66	0.155	0.0	0.414	61	-0.365254	0.101695
51.95	48.7	54.22	51.62	0.237	0.055	0.453	54.06	-0.073616	0.09772
61.08	41.02	54.49	52.2	0.239	-0.001	0.435	61	-0.786487	0.039039
60.13	36.3	58.85	51.76	0.226	0.038	0.434	55.98	-0.196422	0.063303
55.07	47.83	55.43	52.78	0.213	0.028	0.436	60.74	-0.401455	0.112727
54.95	45.05	63.96	54.65	0.165	-0.06	0.398	47.87	-0.084546	0.127273
49.4	43.98	56.63	50.0	0.197	0.085	0.456	54.87	0.387879	0.09697
57.48	42.52	52.49	50.83	0.21	0.022	0.432	54.65	-0.627059	0.047059
61.01	45.85	49.82	52.23	0.236	0.09	0.466	58.43	-0.636957	0.076087
59.54	53.25	49.35	54.05	0.199	0.009	0.411	57.61	-0.679262	0.054289
58.47	43.28	51.93	51.23	0.221	0.076	0.453	56.65	-0.158065	0.077419
54.95	45.05	63.96	54.65	0.165	-0.06	0.398	47.87	-0.084546	0.127273
54.64	37.89	59.56	50.7	0.234	0.11	0.469	57.86	0.026825	0.100365
54.32	38.37	60.47	51.05	0.224	0.027	0.432	51.57	-0.288519	0.096506
54.65	40.85	58.31	51.27	0.228	0.074	0.453	55.87	-0.110734	0.096045
48.16	43.38	72.79	54.78	0.232	0.078	0.469	49.77	-0.508118	0.092251
51.17	46.48	61.5	53.05	0.23	0.135	0.485	61	0.005189	0.127358
59.26	37.78	51.11	49.38	0.26	0.122	0.485	58.71	-0.570895	0.104478
59.35	42.39	56.11	52.62	0.226	0.057	0.446	58.78	-0.26275	0.11
56.32	43.42	54.47	51.4	0.187	-0.005	0.415	58.74	-0.405013	0.105541
59.6	51.61	54.53	55.25	0.195	0.05	0.443	56.26	-0.563231	0.043077
53.01	46.81	55.85	51.89	0.221	0.061	0.44	55.01	0.357904	0.131439
57.23	47.79	47.79	50.93	0.169	-0.025	0.398	58.02	0.066864	0.056213
54.76	49.82	50.37	51.65	0.184	-0.006	0.41	57.14	0.00844	0.093578
54.71	41.12	54.71	50.18	0.225	0.058	0.44	57.57	-0.063702	0.098004
54.62	43.63	56.53	51.59	0.237	0.128	0.483	54.04	0.060128	0.118022
53.5	40.74	53.91	49.38	0.179	0.03	0.415	57.93	0.023299	0.103093
54.89	48.12	52.63	51.88	0.233	0.144	0.508	55.19	0.088191	0.090452
53.03	52.6	58.44	54.69	0.277	0.2	0.545	48.77	-0.070716	0.088937
58.89	51.46	53.05	54.47	0.182	0.02	0.433	56.4	-0.149202	0.055851
53.19	39.36	54.26	48.94	0.156	-0.038	0.382	47.48	-0.35914	0.064516
55.93	43.64	58.96	52.85	0.233	0.106	0.478	55.61	-0.275348	0.093277
57.25	49.5	50.83	52.53	0.194	0.01	0.422	57.76	-0.316519	0.072062
54.18	42.58	54.06	50.27	0.201	0.03	0.429	60.01	-0.438095	0.091754
55.13	43.74	55.98	51.62	0.23	0.072	0.461	57.88	-0.33	0.1
55.49	44.96	54.89	51.78	0.229	0.06	0.456	56.11	-0.234187	0.096386
55.85	39.96	55.19	50.33	0.22	0.105	0.469	55.87	-0.275	0.084071
55.59	48.36	52.67	52.21	0.204	0.064	0.444	54.12	-0.163104	0.072414
52.04	43.44	68.78	54.75	0.203	0.06	0.445	53.84	-0.499546	0.063636
52.94	42.53	70.14	55.2	0.196	0.042	0.434	52.88	-0.502273	0.059091
54.83	42.54	54.42	50.6	0.222	0.062	0.453	58.44	-0.348686	0.103734
54.68	48.52	53.45	52.22	0.221	0.046	0.45	57.42	-0.394568	0.101235
53.17	44.97	59.52	52.56	0.2	0.002	0.418	61	0.090186	0.082228
59.78	47.39	53.82	53.66	0.208	-0.005	0.414	56.43	-0.406803	0.069897
55.56	47.01	59.4	53.99	0.196	0.117	0.467	52.74	0.581974	0.081545
50.98	43.14	57.84	50.65	0.195	0.015	0.426	61	-0.558416	0.108911
61.61	47.32	67.86	58.93	0.25	0.074	0.477	51.89	-0.36036	0.072072
52.28	45.29	62.01	53.19	0.23	0.064	0.455	59.55	-0.039634	0.10061
59.85	46.21	53.79	53.28	0.187	-0.037	0.404	55.73	-0.011027	0.057034
62.04	49.58	51.84	54.49	0.275	0.145	0.504	52.33	0.153693	0.056818
54.0	50.0	47.0	50.33	0.179	-0.091	0.385	57.16	-0.774748	0.070707
62.45	48.28	49.23	53.32	0.221	0.053	0.447	57.51	-0.918504	0.035475
56.57	42.0	53.14	50.57	0.216	0.034	0.436	58.25	-0.17192	0.083095
59.73	42.92	48.67	50.44	0.204	-0.028	0.387	56.26	-0.213969	0.088692
63.57	40.0	52.14	51.9	0.224	0.031	0.426	58.62	-0.246043	0.057554
60.35	53.75	44.96	53.02	0.181	-0.032	0.388	57.81	-0.696358	0.0478
47.89	40.53	55.79	48.07	0.168	-0.045	0.375	56.81	0.781482	0.111111
55.55	42.35	50.61	49.5	0.198	0.044	0.434	58.9	-0.174168	0.07681
54.79	37.67	57.76	50.08	0.177	-0.042	0.386	59.19	-0.434783	0.107551
53.22	45.03	55.56	51.27	0.222	0.034	0.444	58.16	-0.690588	0.041176
60.0	43.43	49.71	51.05	0.228	0.026	0.436	53.81	-0.264757	0.091691
55.52	41.62	51.72	49.62	0.199	0.023	0.425	58.74	0.016764	0.091508
48.15	41.2	53.24	47.53	0.233	0.059	0.446	59.82	0.329767	0.134884
50.22	44.89	57.78	50.96	0.209	0.03	0.427	59.15	0.3	0.138393
50.2	40.64	54.98	48.61	0.175	0.045	0.424	57.44	0.3512	0.092
55.99	48.44	52.26	52.23	0.227	0.081	0.461	52.52	0.009261	0.096498
49.77	50.23	52.49	50.83	0.215	0.019	0.431	55.06	-0.170455	0.095455
50.0	38.89	59.26	49.38	0.239	0.082	0.471	47.78	-0.802804	0.130841
58.43	40.2	60.39	53.01	0.277	0.125	0.498	52.06	-0.111591	0.053045
58.2	54.6	49.42	54.07	0.202	0.008	0.429	57.31	-0.704979	0.056144
57.28	44.04	52.32	51.21	0.169	-0.092	0.361	61	-0.213289	0.063123
53.5	47.54	56.33	52.46	0.178	-0.079	0.378	55.7	-0.368657	0.129851
52.11	51.05	53.16	52.11	0.263	0.124	0.5	53.89	-0.324339	0.079365
56.0	46.5	65.0	55.83	0.214	0.087	0.466	51.91	-0.224623	0.095477
61.81	39.2	57.29	52.76	0.254	-0.012	0.421	57.38	-0.782828	0.070707
57.69	41.96	54.2	51.28	0.181	0.034	0.419	60.96	-0.357895	0.042105
55.65	45.51	52.33	51.16	0.221	0.044	0.44	61	-0.072546	0.124792
53.89	47.78	54.44	52.04	0.224	0.059	0.453	54.18	-0.539106	0.050279
54.64	41.72	54.3	50.22	0.233	0.071	0.459	58.72	0.018605	0.07309
55.56	40.74	57.61	51.3	0.215	0.018	0.441	59.14	-0.645868	0.078512
56.31	42.44	58.59	52.45	0.237	0.11	0.476	55.65	-0.116183	0.093361
62.01	48.55	57.78	56.11	0.21	0.07	0.434	52.44	-0.13545	0.044974
58.37	40.08	56.03	51.49	0.307	0.134	0.498	50.15	0.056641	0.066406
59.22	51.91	50.04	53.72	0.194	0.009	0.424	55.62	-0.427804	0.049065
57.37	37.5	52.63	49.17	0.22	0.036	0.43	57.25	-0.270224	0.084321
54.98	43.46	57.38	51.94	0.233	0.09	0.47	58.44	-0.341947	0.076923
54.01	42.15	57.12	51.09	0.244	0.032	0.444	53.71	-0.14808	0.080439
52.71	41.88	54.42	49.67	0.252	0.131	0.488	57.36	-0.152	0.077143
57.14	37.86	52.14	49.05	0.211	0.081	0.462	61	-0.031655	0.143885
59.72	43.5	53.38	52.2	0.226	0.067	0.464	57.91	-0.816882	0.044086
55.3	44.04	56.29	51.88	0.226	0.117	0.481	56.81	-0.294685	0.083056
49.21	50.0	48.43	49.21	0.201	-0.001	0.415	60.16	-0.426878	0.083004
55.4	46.03	54.58	52.0	0.225	0.107	0.477	58.42	0.109174	0.115189
52.0	56.0	55.0	54.33	0.251	0.204	0.536	53.32	-0.074747	0.060606
58.82	52.1	51.26	54.06	0.214	0.073	0.463	55.82	-0.756522	0.039271
55.11	44.44	57.78	52.44	0.181	-0.029	0.399	59.85	-0.091071	0.084821
57.99	44.26	54.3	52.19	0.242	0.096	0.469	54.77	-0.300822	0.065708
55.65	45.36	55.31	52.11	0.197	0.056	0.442	58.13	-0.126689	0.099662
66.45	55.92	55.26	59.21	0.344	0.249	0.565	41.59	-0.365563	0.033113
58.64	56.46	47.76	54.29	0.18	-0.067	0.381	59.95	-0.587193	0.046322
58.98	46.48	49.22	51.56	0.201	0.035	0.437	58.38	0.152157	0.062745
59.67	44.55	50.89	51.71	0.183	-0.005	0.418	61	-0.85798	0.060261
54.51	41.92	56.2	50.88	0.223	0.063	0.445	57.88	-0.07194	0.111111
55.3	43.74	51.45	50.16	0.2	0.041	0.431	60.01	-0.130116	0.111969
49.31	67.28	53.0	56.53	0.189	0.05	0.445	54.8	-0.733796	0.037037
58.45	45.21	60.27	54.64	0.239	0.126	0.488	56.32	-0.361009	0.041284
52.33	50.67	47.0	50.0	0.165	0.029	0.419	57.5	-0.277258	0.076923
59.5	43.8	59.5	54.27	0.2	0.062	0.453	61	-0.7575	0.05
54.95	54.05	56.76	55.26	0.187	-0.05	0.377	50.78	0.106364	0.063636
73.95	61.04	45.53	60.17	0.268	0.154	0.503	43.76	0.839456	0.007937
66.84	46.94	50.51	54.76	0.157	-0.106	0.333	55.69	-0.12359	0.05641
49.3	33.8	64.79	49.3	0.188	0.032	0.435	43.02	-0.73	0.028571
53.1	34.51	57.52	48.38	0.238	0.154	0.519	52.45	-0.765179	0.044643
55.86	44.83	60.69	53.79	0.228	0.109	0.496	44.75	-0.893056	0.041667
55.39	41.13	56.38	50.97	0.208	0.08	0.456	56.23	-0.199169	0.107973
43.75	60.0	55.0	52.92	0.187	0.052	0.453	54.53	-0.063291	0.151899
58.03	42.7	53.28	51.34	0.208	-0.045	0.385	60.18	-0.304029	0.058608
54.26	47.29	55.43	52.33	0.255	0.138	0.5	57.34	-0.256031	0.108949
54.86	40.97	59.72	51.85	0.23	0.034	0.442	54.49	-0.152962	0.094077
54.68	56.58	56.08	55.78	0.166	-0.037	0.391	54.19	-0.263878	0.050697
54.7	41.46	54.36	50.17	0.232	0.099	0.48	60.97	-0.175525	0.090909
56.44	39.39	54.92	50.25	0.212	0.071	0.45	58.89	-0.213688	0.057034
55.0	44.38	53.75	51.04	0.219	0.075	0.455	57.64	-0.385535	0.081761
54.86	40.62	54.86	50.12	0.201	0.013	0.425	59.72	-0.210453	0.094077
56.8	43.54	55.78	52.04	0.2	-0.014	0.405	54.39	-0.009556	0.068259
60.3	52.76	61.81	58.29	0.275	0.121	0.492	42.76	0.00505	0.050505
56.27	50.85	56.61	54.58	0.152	-0.143	0.337	61	-0.645238	0.040816
61.38	58.62	60.0	60.0	0.305	0.318	0.608	38.26	-1.220833	0.020833
54.61	39.85	56.83	50.43	0.222	0.042	0.438	57.26	-0.127778	0.088889
59.71	39.57	53.6	50.96	0.203	-0.02	0.407	61	-0.303971	0.083032
56.99	42.31	53.85	51.05	0.202	0.033	0.432	59.88	-0.211228	0.084211
57.59	48.61	49.07	51.75	0.206	-0.014	0.407	58.58	-0.628738	0.054222
62.5	50.0	51.56	54.69	0.239	0.059	0.441	42.9	-0.25873	0.095238
60.58	56.73	52.88	56.73	0.182	0.045	0.433	61	-0.145631	0.038835
56.53	42.16	54.48	51.06	0.225	0.044	0.441	59	-0.167974	0.079365
54.39	41.13	59.06	51.53	0.234	0.15	0.495	51.59	-0.132031	0.091797
55.19	54.92	50.55	53.55	0.227	0.003	0.434	51.74	-0.029315	0.106849
52.8	42.54	53.54	49.63	0.193	-0.012	0.402	60.65	-0.130467	0.102804
55.62	41.07	53.13	49.94	0.223	0.037	0.433	59.36	-0.196959	0.076498
55.17	49.59	57.44	54.06	0.228	0.105	0.474	55.61	-0.338923	0.080745
52.13	45.74	58.51	52.13	0.232	0.106	0.455	55.34	0.373118	0.053763
56.24	51.58	55.11	54.31	0.214	0.083	0.464	57.55	-0.620076	0.059343
54.87	56.19	55.31	55.46	0.172	0.029	0.42	60.71	-0.092445	0.044444
64.15	49.06	67.92	60.38	0.138	-0.042	0.408	43.71	-0.919231	0.019231
54.74	50.5	54.67	53.3	0.194	0.061	0.447	58.08	-0.564702	0.059669
53.21	35.2	64.8	51.07	0.293	0.211	0.539	47.6	-0.170125	0.128631
56.01	42.14	53.23	50.46	0.206	0.077	0.447	56.81	0.071481	0.068519
57.3	40.57	60.14	52.67	0.24	0.131	0.487	49.6	-0.239286	0.103571
55.9	42.29	54.45	50.88	0.224	0.067	0.452	58.03	-0.198819	0.079927
61.19	28.36	50.75	46.77	0.265	0.176	0.524	43.04	-0.981818	0.030303
54.85	48.54	58.74	54.05	0.197	0.058	0.44	59.41	-0.199024	0.097561
51.85	52.47	59.88	54.73	0.18	0.074	0.445	61	-0.298758	0.062112
54.67	29.33	70.0	51.33	0.338	0.171	0.54	36.1	-0.655705	0.067114
61.23	46.52	63.9	57.22	0.197	0.014	0.421	45.42	-0.117426	0.101877
55.15	44.0	69.28	56.14	0.212	0.007	0.421	46.05	-0.085775	0.080068
53.53	40.29	56.76	50.2	0.255	0.119	0.485	56.76	-0.186726	0.067847
46.88	44.79	57.29	49.65	0.236	0.091	0.467	51.58	0.095789	0.105263
53.58	42.94	48.16	48.23	0.21	-0.011	0.411	56.46	-0.055814	0.129845
56.34	38.81	42.54	45.9	0.158	-0.191	0.295	54.49	0.003745	0.071161
53.58	42.94	48.36	48.29	0.211	-0.008	0.413	56.53	-0.055814	0.129845
50.9	44.31	54.79	50.0	0.205	0.031	0.428	58.8	-0.121321	0.075075
52.92	49.83	63.57	55.44	0.207	0.068	0.437	49.91	0.496896	0.1
54.04	38.38	68.18	53.54	0.23	-0.015	0.417	41.52	-0.358376	0.091371
54.8	44.27	57.89	52.32	0.223	0.101	0.467	49.95	-0.338199	0.055901
58.7	41.3	58.7	52.9	0.197	-0.005	0.435	55.5	-0.751825	0.058394
58.89	45.8	52.96	52.55	0.22	0.099	0.468	57.04	-0.324846	0.080346
57.07	40.11	51.06	49.41	0.219	0.056	0.437	57.08	-0.202301	0.092035
63.35	48.4	64.77	58.84	0.183	0.027	0.422	48.22	-0.456429	0.060714
57.22	46.39	48.97	50.86	0.191	0.021	0.432	60.3	-0.842487	0.062176
54.72	50.32	56.02	53.69	0.285	0.207	0.541	47.42	-0.156606	0.102332
55.71	42.0	60.1	52.6	0.239	0.076	0.464	54.87	-0.300095	0.107722
47.09	42.15	61.43	50.22	0.177	0.032	0.415	55.76	0.338288	0.121622
54.98	43.54	58.89	52.47	0.234	0.091	0.467	55.3	-0.066289	0.086686
60.09	32.46	60.96	51.17	0.223	-0.02	0.41	45.92	-0.517621	0.057269
52.55	50.73	53.65	52.31	0.178	-0.067	0.377	61	-0.597436	0.047619
60.23	41.52	57.31	53.02	0.222	0.099	0.47	57.28	-0.318235	0.105882
40.27	45.25	61.54	49.02	0.198	0.122	0.476	55.2	0.300455	0.122727
55.68	44.96	49.04	49.89	0.199	0.015	0.413	56.26	0.148593	0.111253
56.54	35.08	59.16	50.26	0.209	0.075	0.441	58.85	0.037895	0.094737
45.07	45.07	61.03	50.39	0.233	0.119	0.475	58.77	0.502358	0.117925
49.0	46.0	51.0	48.67	0.232	0.144	0.505	45.25	-0.285859	0.121212
59.56	50.08	53.3	54.31	0.225	0.106	0.479	55.06	-0.494407	0.067797
54.05	46.46	52.41	50.97	0.205	0.069	0.447	56.01	-0.061724	0.069708
56.09	43.54	56.09	51.91	0.218	0.065	0.442	51.88	0.205556	0.088889
61.97	38.03	64.08	54.69	0.258	0.07	0.46	55.1	-0.346099	0.092199
57.73	45.97	57.08	53.59	0.219	0.108	0.453	52.91	0.165939	0.087336
59.12	48.31	50.34	52.59	0.199	0.007	0.423	56.43	-0.524407	0.091525
53.58	44.71	54.95	51.08	0.242	0.1	0.488	59.43	-0.668836	0.099315
48.24	38.82	55.29	47.45	0.246	0.125	0.494	56.52	-0.727381	0.047619
61.88	37.53	55.69	51.7	0.221	0.031	0.44	55.14	-0.801152	0.051195
54.11	50.12	54.11	52.78	0.208	0.019	0.429	54.18	-0.66525	0.0875
55.82	37.8	57.14	50.26	0.206	0.025	0.422	55.84	-0.163877	0.066079
58.67	41.33	65.52	55.17	0.293	0.194	0.538	51.45	-0.584542	0.110687
57.04	42.47	54.81	51.44	0.226	0.08	0.461	55.09	-0.424257	0.121287
55.43	52.58	54.01	54.01	0.262	0.162	0.514	46.69	-0.105175	0.103493
57.48	42.52	59.84	53.28	0.234	0.001	0.431	57.4	-0.126984	0.095238
45.54	39.73	56.7	47.32	0.171	-0.077	0.383	57.31	0.010762	0.09417
50.58	49.42	55.98	51.99	0.254	0.124	0.506	49.8	-0.212186	0.116054
57.37	36.94	55.78	50.03	0.211	0.013	0.42	57.29	-0.320448	0.073763
46.96	44.41	53.67	48.35	0.228	0.091	0.459	55.85	0.438782	0.102564
53.82	40.62	63.54	52.66	0.193	-0.013	0.411	55.72	-0.245645	0.097561
57.45	43.27	59.83	53.52	0.259	0.082	0.471	51.73	-0.484606	0.097852
57.52	44.28	56.0	52.6	0.246	0.11	0.485	55.67	-0.405663	0.099448
53.58	44.37	54.27	50.74	0.207	0.009	0.432	59.56	-0.298288	0.092466
53.7	40.55	59.96	51.4	0.241	0.085	0.467	55.67	-0.095067	0.115108
51.92	57.61	53.89	54.47	0.21	0.059	0.462	57.26	-0.493421	0.083333
56.27	44.13	56.93	52.44	0.247	0.1	0.481	54.2	-0.441656	0.102804
51.47	41.54	52.21	48.41	0.161	-0.025	0.377	61	0.656088	0.092251
55.49	42.24	54.48	50.74	0.193	0.004	0.408	57.03	0.026894	0.093434
56.23	41.25	59.34	52.27	0.176	0.026	0.407	59.37	-0.149708	0.062378
57.01	42.52	57.01	52.18	0.167	-0.081	0.364	60.33	-0.40939	0.065728
56.42	58.42	52.18	55.67	0.182	-0.009	0.418	59.46	-0.745047	0.036557
55.75	40.42	55.11	50.43	0.225	0.056	0.441	57.45	0.07296	0.0992
53.39	43.44	55.2	50.68	0.19	0.068	0.433	61	-0.115455	0.086364
52.87	42.53	60.0	51.8	0.277	0.195	0.53	53.95	-0.032949	0.099078
60.78	46.08	56.86	54.58	0.267	0.19	0.52	53.76	0.051485	0.108911
53.11	40.91	56.22	50.08	0.203	0.06	0.446	55.4	0.150839	0.095923
53.32	41.93	58.39	51.21	0.228	0.072	0.455	57.08	0.147227	0.110935
50.78	39.38	67.88	52.68	0.236	0.148	0.489	42.05	0.533854	0.15625
56.69	38.9	58.27	51.29	0.239	0.048	0.449	52.34	-0.258833	0.102524
56.79	47.69	53.33	52.61	0.174	-0.042	0.389	60.86	-0.850706	0.062901
55.58	40.59	59.78	51.98	0.209	0.021	0.426	51.69	-0.338278	0.095238
54.2	44.12	59.95	52.76	0.214	0.033	0.436	54.43	-0.293269	0.096154
48.1	39.79	50.17	46.02	0.181	0.018	0.41	59.39	0.589583	0.100694
47.7	36.4	56.54	46.88	0.192	0.065	0.439	59.14	0.604255	0.095745
50.75	45.51	58.43	51.56	0.227	0.101	0.472	59.71	0.380488	0.103189
55.8	45.31	56.47	52.53	0.202	0.021	0.428	53.14	0.079418	0.105145
