GeneID,Total_Codons,A%,T%,G%,C%
Psal_011000,149,24.83,31.54,24.83,18.79
Psal_011001,397,20.91,25.44,27.46,26.2
Psal_011002,270,15.56,33.33,22.59,28.52
Psal_011003,304,18.42,24.34,20.72,36.51
Psal_011004,147,23.13,31.29,23.81,21.77
Psal_011005,43,11.63,25.58,25.58,37.21
Psal_011006,422,25.36,28.2,21.09,25.36
Psal_011007,169,24.85,27.81,21.89,25.44
Psal_011008,174,21.26,22.41,30.46,25.86
Psal_011009,501,17.17,34.53,13.57,34.73
Psal_011010,405,20.25,25.68,24.94,29.14
Psal_011011,271,23.25,28.04,20.3,28.41
Psal_011012,142,16.9,26.06,27.46,29.58
Psal_011013,142,24.65,28.17,23.94,23.24
Psal_011014,146,13.7,27.4,26.71,32.19
Psal_011015,66,24.24,21.21,27.27,27.27
Psal_011016,110,26.36,25.45,24.55,23.64
Psal_011017,395,22.78,30.13,21.27,25.82
Psal_011018,354,21.75,29.1,15.54,33.62
Psal_011019,525,16.0,37.52,13.33,33.14
Psal_011020,726,20.66,27.55,21.49,30.3
Psal_011021,109,14.68,30.28,8.26,46.79
Psal_011022,889,23.17,31.27,19.24,26.32
Psal_011023,278,22.66,16.19,30.58,30.58
Psal_011024,86,19.77,26.74,18.6,34.88
Psal_011025,143,14.69,19.58,30.07,35.66
Psal_011026,332,21.99,29.22,21.99,26.81
Psal_011027,440,18.86,25.68,20.23,35.23
Psal_011028,457,24.51,24.95,24.73,25.82
Psal_011029,137,20.44,24.09,24.09,31.39
Psal_011030,473,20.93,27.48,25.37,26.22
Psal_011031,512,21.88,22.85,28.32,26.95
Psal_011032,83,24.1,24.1,30.12,21.69
Psal_011033,126,23.02,31.75,22.22,23.02
Psal_011034,200,23.5,27.0,18.0,31.5
Psal_011035,360,15.28,26.39,21.39,36.94
Psal_011036,398,20.1,30.9,21.36,27.64
Psal_011037,367,11.44,27.25,23.71,37.6
Psal_011038,581,17.38,27.02,22.38,33.22
Psal_011039,200,23.0,27.0,28.0,22.0
Psal_011040,149,25.5,30.87,24.16,19.46
Psal_011041,396,17.68,28.03,25.51,28.79
Psal_011042,264,17.05,28.03,21.59,33.33
Psal_011043,249,24.9,27.71,20.48,26.91
Psal_011044,78,24.36,15.38,19.23,41.03
Psal_011045,135,16.3,27.41,22.96,33.33
Psal_011046,68,19.12,26.47,25.0,29.41
Psal_011047,62,24.19,27.42,29.03,19.35
Psal_011048,78,23.08,23.08,25.64,28.21
Psal_011049,218,20.64,20.64,36.7,22.02
Psal_011050,235,13.19,26.38,35.32,25.11
Psal_011051,73,26.03,23.29,27.4,23.29
Psal_011052,134,27.61,12.69,11.19,48.51
Psal_011053,133,10.53,15.79,54.14,19.55
Psal_011054,152,14.47,23.68,33.55,28.29
Psal_011055,110,16.36,25.45,41.82,16.36
Psal_011056,167,22.75,19.16,21.56,36.53
Psal_011057,79,21.52,24.05,32.91,21.52
Psal_011058,360,18.61,26.39,15.83,39.17
Psal_011059,110,25.45,24.55,28.18,21.82
Psal_011060,163,12.27,16.56,20.86,50.31
Psal_011061,408,21.32,24.75,20.83,33.09
Psal_011062,199,20.6,23.62,20.1,35.68
Psal_011063,282,15.25,14.54,19.86,50.35
Psal_011064,46,32.61,19.57,28.26,19.57
Psal_011065,66,19.7,22.73,22.73,34.85
Psal_011066,50,20.0,14.0,22.0,44.0
Psal_011067,371,17.25,28.84,26.15,27.76
Psal_011068,277,29.96,21.66,24.55,23.83
Psal_011069,257,25.68,21.01,25.29,28.02
Psal_011070,387,21.96,26.61,16.54,34.88
Psal_011071,228,19.74,25.88,25.0,29.39
Psal_011072,74,28.38,18.92,31.08,21.62
Psal_011073,411,19.46,24.33,22.14,34.06
Psal_011074,328,19.51,31.1,23.17,26.22
Psal_011075,348,17.24,30.46,22.7,29.6
Psal_011076,811,28.61,31.94,15.29,24.17
Psal_011077,129,27.91,24.03,17.05,31.01
Psal_011078,262,19.85,25.19,27.1,27.86
Psal_011079,367,19.89,25.07,25.89,29.16
Psal_011080,166,18.07,24.7,21.69,35.54
Psal_011081,319,20.38,21.32,17.87,40.44
Psal_011082,787,21.47,27.19,25.03,26.3
Psal_011083,60,23.33,25.0,20.0,31.67
Psal_011084,140,20.0,21.43,25.71,32.86
Psal_011085,817,23.87,22.03,20.07,34.03
Psal_011086,263,17.11,19.77,39.16,23.95
Psal_011087,237,21.94,22.78,17.72,37.55
Psal_011088,271,18.45,9.59,14.39,57.56
Psal_011089,147,20.41,21.77,17.69,40.14
Psal_011090,148,25.68,19.59,15.54,39.19
Psal_011091,1109,24.98,23.26,27.86,23.9
Psal_011092,236,24.15,24.58,23.31,27.97
Psal_011093,183,27.87,27.87,21.86,22.4
Psal_011094,173,16.76,19.08,31.79,32.37
Psal_011095,83,21.69,16.87,37.35,24.1
Psal_011096,182,18.13,30.77,14.84,36.26
Psal_011097,186,19.89,26.34,25.81,27.96
Psal_011098,103,21.36,25.24,21.36,32.04
Psal_011099,659,18.36,29.29,17.6,34.75
Psal_011100,387,20.67,25.58,19.38,34.37
Psal_011101,262,19.85,23.28,20.99,35.88
Psal_011102,175,14.86,21.14,32.0,32.0
Psal_011103,109,18.35,22.94,36.7,22.02
Psal_011104,166,16.87,19.88,30.72,32.53
Psal_011105,47,25.53,19.15,8.51,46.81
Psal_011106,123,23.58,30.08,25.2,21.14
Psal_011107,288,17.71,28.47,29.17,24.65
Psal_011108,317,14.2,33.44,21.77,30.6
Psal_011109,198,15.15,28.79,21.72,34.34
Psal_011110,110,29.09,26.36,20.91,23.64
Psal_011111,565,17.52,27.61,20.53,34.34
Psal_011112,333,21.92,27.03,21.62,29.43
Psal_011113,212,22.64,25.94,24.53,26.89
Psal_011114,138,19.57,28.26,23.19,28.99
Psal_011115,482,22.61,27.18,16.39,33.82
Psal_011116,527,21.06,28.08,20.3,30.55
Psal_011117,412,24.03,26.46,25.0,24.51
Psal_011118,282,23.05,23.76,17.38,35.82
Psal_011119,200,22.5,29.0,16.0,32.5
Psal_011120,396,22.73,25.51,20.45,31.31
Psal_011121,31,29.03,16.13,19.35,35.48
Psal_011122,83,22.89,24.1,21.69,31.33
Psal_011123,451,20.84,24.83,23.73,30.6
Psal_011124,388,22.42,23.97,23.71,29.9
Psal_011125,89,17.98,37.08,19.1,25.84
Psal_011126,389,20.82,27.76,23.65,27.76
Psal_011127,385,19.48,29.35,22.6,28.57
Psal_011128,336,18.45,24.4,28.27,28.87
Psal_011129,239,22.18,26.36,26.36,25.1
Psal_011130,82,21.95,20.73,17.07,40.24
Psal_011131,203,23.15,29.06,15.27,32.51
Psal_011132,130,19.23,23.08,26.15,31.54
Psal_011133,506,21.15,26.28,23.91,28.66
Psal_011134,258,23.64,28.68,18.22,29.46
Psal_011135,56,25.0,19.64,32.14,23.21
Psal_011136,518,18.73,27.61,23.55,30.12
Psal_011137,226,28.76,33.19,15.49,22.57
Psal_011138,149,26.17,21.48,29.53,22.82
Psal_011139,658,20.36,27.81,18.84,32.98
Psal_011140,258,24.81,27.91,21.32,25.97
Psal_011141,380,19.21,29.47,25.0,26.32
Psal_011142,163,31.9,32.52,15.34,20.25
Psal_011143,235,20.0,28.09,16.6,35.32
Psal_011144,83,26.51,26.51,16.87,30.12
Psal_011145,887,14.99,32.36,21.42,31.23
Psal_011146,306,21.9,19.93,28.1,30.07
Psal_011147,36,8.33,27.78,13.89,50.0
Psal_011148,180,14.44,28.89,18.89,37.78
Psal_011149,101,23.76,17.82,25.74,32.67
Psal_011150,54,14.81,18.52,24.07,42.59
Psal_011151,454,22.03,20.04,26.21,31.72
Psal_011152,275,20.0,21.09,30.55,28.36
Psal_011153,155,20.65,24.52,25.81,29.03
Psal_011154,591,17.77,25.04,21.49,35.7
Psal_011155,171,25.15,20.47,22.22,32.16
Psal_011156,290,24.83,27.24,21.03,26.9
Psal_011157,1115,21.79,29.33,21.79,27.09
Psal_011158,405,22.47,25.43,22.96,29.14
Psal_011159,330,23.94,25.76,19.39,30.91
Psal_011160,55,27.27,27.27,23.64,21.82
Psal_011161,278,15.11,27.7,17.27,39.93
Psal_011162,335,18.81,19.7,32.84,28.66
Psal_011163,277,14.08,31.05,19.13,35.74
Psal_011164,78,24.36,23.08,25.64,26.92
Psal_011165,59,27.12,23.73,16.95,32.2
Psal_011166,342,15.79,30.7,21.64,31.87
Psal_011167,251,18.73,24.3,25.1,31.87
Psal_011168,377,17.77,28.65,29.18,24.4
Psal_011169,116,18.97,17.24,31.03,32.76
Psal_011170,64,17.19,29.69,37.5,15.62
Psal_011171,333,24.32,27.93,17.72,30.03
Psal_011172,105,17.14,26.67,29.52,26.67
Psal_011173,334,22.75,27.84,19.16,30.24
Psal_011174,192,17.71,27.6,22.4,32.29
Psal_011175,81,9.88,33.33,23.46,33.33
Psal_011176,145,21.38,24.83,28.97,24.83
Psal_011177,75,20.0,12.0,17.33,50.67
Psal_011178,357,22.69,23.25,24.37,29.69
Psal_011179,179,30.17,20.11,25.7,24.02
Psal_011180,186,17.74,25.27,31.18,25.81
Psal_011181,212,22.17,21.23,25.94,30.66
Psal_011182,202,16.34,27.72,28.22,27.72
Psal_011183,97,16.49,27.84,27.84,27.84
Psal_011184,106,32.08,28.3,17.92,21.7
Psal_011185,154,16.23,28.57,24.03,31.17
Psal_011186,337,21.07,25.22,24.04,29.67
Psal_011187,350,14.86,30.29,25.14,29.71
Psal_011188,174,14.37,36.21,12.64,36.78
Psal_011189,159,25.79,21.38,23.27,29.56
Psal_011190,356,21.07,29.78,23.88,25.28
Psal_011191,272,20.59,25.74,14.71,38.97
Psal_011192,154,29.22,24.68,24.68,21.43
Psal_011193,350,22.86,29.14,18.57,29.43
Psal_011194,73,26.03,16.44,27.4,30.14
Psal_011195,638,21.47,26.96,23.51,28.06
Psal_011196,159,27.04,31.45,22.01,19.5
Psal_011197,192,17.19,26.56,23.44,32.81
Psal_011198,126,21.43,24.6,28.57,25.4
Psal_011199,324,23.46,29.32,18.21,29.01
Psal_011200,116,19.83,24.14,25.86,30.17
Psal_011201,66,13.64,34.85,27.27,24.24
Psal_011202,372,12.9,34.14,17.2,35.75
Psal_011203,519,25.05,24.47,23.7,26.78
Psal_011204,451,27.49,25.72,20.62,26.16
Psal_011205,492,16.46,29.27,30.08,24.19
Psal_011206,187,11.76,37.43,24.6,26.2
Psal_011207,423,17.49,32.15,26.95,23.4
Psal_011208,552,13.77,29.53,22.28,34.42
Psal_011209,171,25.73,22.81,25.73,25.73
Psal_011210,175,18.29,32.57,13.14,36.0
Psal_011211,222,22.07,31.53,27.48,18.92
Psal_011212,148,21.62,24.32,21.62,32.43
Psal_011213,132,20.45,31.06,24.24,24.24
Psal_011214,132,20.45,31.06,24.24,24.24
Psal_011215,73,24.66,20.55,31.51,23.29
Psal_011216,219,22.37,23.74,21.92,31.96
Psal_011217,170,21.18,29.41,27.06,22.35
Psal_011218,393,9.92,34.35,13.23,42.49
Psal_011219,411,24.33,26.03,24.33,25.3
Psal_011220,214,22.9,24.77,20.09,32.24
Psal_011221,240,21.25,21.25,29.17,28.33
Psal_011222,93,21.51,19.35,27.96,31.18
Psal_011223,382,19.37,32.72,18.06,29.84
Psal_011224,595,13.61,29.24,21.01,36.13
Psal_011225,157,16.56,22.93,21.02,39.49
Psal_011226,191,23.04,25.65,27.23,24.08
Psal_011227,297,19.87,23.23,22.9,34.01
Psal_011228,113,23.89,19.47,29.2,27.43
Psal_011229,92,23.91,26.09,26.09,23.91
Psal_011230,297,23.23,25.59,24.92,26.26
Psal_011232,322,24.22,22.98,23.91,28.88
Psal_011233,478,23.01,31.38,22.18,23.43
Psal_011234,270,22.22,24.44,19.26,34.07
Psal_011235,148,23.65,18.24,30.41,27.7
Psal_011237,170,20.0,24.12,27.65,28.24
Psal_011238,159,18.24,28.3,32.7,20.75
Psal_011239,375,6.67,46.4,9.07,37.87
Psal_011240,247,27.94,23.08,21.86,27.13
Psal_011241,413,10.17,29.54,8.23,52.06
Psal_011242,188,20.74,22.87,20.74,35.64
Psal_011243,555,21.62,27.75,24.5,26.13
Psal_011244,498,21.49,29.12,23.09,26.31
Psal_011245,179,21.79,24.58,22.91,30.73
Psal_011246,148,21.62,33.11,22.3,22.97
Psal_011247,560,21.61,28.57,24.82,25.0
Psal_011248,61,19.67,26.23,22.95,31.15
Psal_011249,208,18.75,26.44,25.0,29.81
Psal_011250,171,22.22,22.81,26.32,28.65
Psal_011251,129,27.91,27.13,15.5,29.46
Psal_011252,123,18.7,43.09,13.01,25.2
Psal_011253,137,21.9,24.82,27.74,25.55
Psal_011254,135,30.37,25.93,15.56,28.15
Psal_011255,1113,13.93,32.88,16.8,36.39
Psal_011256,262,21.37,34.35,22.52,21.76
Psal_011258,164,25.61,23.78,18.9,31.71
Psal_011259,210,23.33,28.57,20.48,27.62
Psal_011260,132,9.09,33.33,15.15,42.42
Psal_011261,639,23.16,26.13,22.22,28.48
Psal_011263,470,19.79,33.4,20.0,26.81
Psal_011264,225,22.67,28.0,27.11,22.22
Psal_011265,96,22.92,20.83,20.83,35.42
Psal_011266,384,20.57,25.52,20.05,33.85
Psal_011267,263,21.29,20.53,27.76,30.42
Psal_011268,514,22.57,28.79,28.79,19.84
Psal_011269,325,22.15,30.46,25.23,22.15
Psal_011270,108,28.7,17.59,15.74,37.96
Psal_011271,370,17.84,18.38,26.22,37.57
Psal_011272,157,22.93,20.38,24.84,31.85
Psal_011273,182,20.33,27.47,27.47,24.73
Psal_011274,175,26.29,20.0,28.0,25.71
Psal_011275,2881,20.62,27.39,21.97,30.02
Psal_011276,80,11.25,32.5,21.25,35.0
Psal_011277,71,16.9,26.76,25.35,30.99
Psal_011278,312,14.74,32.05,21.47,31.73
Psal_011279,269,20.82,26.77,23.42,29.0
Psal_011280,176,24.43,28.98,19.32,27.27
Psal_011281,62,9.68,22.58,30.65,37.1
Psal_011282,72,16.67,20.83,29.17,33.33
Psal_011283,527,14.61,36.81,15.75,32.83
Psal_011284,356,24.16,26.69,21.63,27.53
Psal_011285,82,8.54,32.93,15.85,42.68
Psal_011286,226,25.22,23.01,22.57,29.2
Psal_011287,276,21.01,30.8,23.55,24.64
Psal_011288,272,25.37,26.47,26.47,21.69
Psal_011289,314,18.47,28.34,21.02,32.17
Psal_011290,183,19.67,22.4,22.4,35.52
Psal_011291,376,19.68,28.19,22.61,29.52
Psal_011292,290,15.52,22.76,23.79,37.93
Psal_011293,317,20.82,20.82,20.19,38.17
Psal_011294,210,16.19,26.67,27.62,29.52
Psal_011295,97,21.65,22.68,26.8,28.87
Psal_011296,210,17.62,26.67,27.14,28.57
Psal_011297,97,21.65,22.68,26.8,28.87
Psal_011298,315,16.83,30.79,26.03,26.35
Psal_011299,394,17.26,24.87,29.7,28.17
Psal_011300,254,24.02,22.83,23.62,29.53
Psal_011301,266,21.8,19.55,26.69,31.95
Psal_011302,48,12.5,31.25,29.17,27.08
Psal_011303,201,26.37,23.88,21.89,27.86
Psal_011304,271,22.88,20.3,24.72,32.1
Psal_011305,301,22.26,20.93,23.92,32.89
Psal_011306,255,22.75,21.96,25.49,29.8
Psal_011307,257,26.07,22.57,23.35,28.02
Psal_011308,101,22.77,25.74,12.87,38.61
Psal_011309,260,21.92,20.0,25.77,32.31
Psal_011310,96,25.0,25.0,14.58,35.42
Psal_011311,145,22.76,16.55,13.79,46.9
Psal_011312,287,21.6,22.65,27.18,28.57
Psal_011313,28,25.0,28.57,17.86,28.57
Psal_011314,59,15.25,33.9,25.42,25.42
Psal_011315,262,18.7,19.85,27.86,33.59
Psal_011316,49,28.57,18.37,28.57,24.49
Psal_011317,93,22.58,27.96,19.35,30.11
Psal_011318,47,36.17,21.28,17.02,25.53
Psal_011319,74,25.68,13.51,14.86,45.95
Psal_011320,58,24.14,22.41,24.14,29.31
Psal_011321,77,19.48,23.38,16.88,40.26
Psal_011322,63,12.7,26.98,28.57,31.75
Psal_011323,70,20.0,18.57,17.14,44.29
Psal_011324,49,32.65,18.37,24.49,24.49
Psal_011325,237,20.68,24.05,25.32,29.96
Psal_011326,254,20.08,23.62,25.59,30.71
Psal_011327,263,23.19,22.43,24.33,30.04
Psal_011328,265,22.26,22.64,27.55,27.55
Psal_011329,94,25.53,18.09,17.02,39.36
Psal_011330,103,23.3,28.16,20.39,28.16
Psal_011331,263,27.38,20.15,25.1,27.38
Psal_011333,282,20.21,23.4,28.01,28.37
Psal_011334,272,20.59,23.16,31.62,24.63
Psal_011335,41,26.83,21.95,29.27,21.95
Psal_011336,133,19.55,24.06,29.32,27.07
Psal_011337,153,24.18,20.92,19.61,35.29
Psal_011338,274,21.9,22.63,24.82,30.66
Psal_011339,258,23.26,22.87,23.26,30.62
Psal_011340,67,16.42,22.39,32.84,28.36
Psal_011341,204,15.2,26.96,26.96,30.88
Psal_011342,73,17.81,28.77,27.4,26.03
Psal_011343,266,22.93,20.3,25.56,31.2
Psal_011344,74,17.57,27.03,22.97,32.43
Psal_011345,126,20.63,26.98,28.57,23.81
Psal_011346,117,17.09,26.5,22.22,34.19
Psal_011347,59,15.25,27.12,15.25,42.37
Psal_011348,279,23.3,26.16,14.34,36.2
Psal_011349,283,22.26,31.45,29.68,16.61
Psal_011350,236,20.76,27.97,28.81,22.46
Psal_011351,184,26.63,21.74,23.37,28.26
Psal_011352,280,26.07,24.29,21.07,28.57
Psal_011353,294,21.09,22.11,26.19,30.61
Psal_011354,233,22.75,24.46,23.18,29.61
Psal_011355,271,26.94,22.51,27.31,23.25
Psal_011356,334,24.55,26.05,23.65,25.75
Psal_011357,287,17.42,24.74,21.25,36.59
Psal_011358,76,13.16,25.0,15.79,46.05
Psal_011359,189,21.69,24.34,19.58,34.39
Psal_011360,49,16.33,26.53,10.2,46.94
Psal_011361,188,17.55,30.85,18.09,33.51
Psal_011362,205,19.02,31.22,22.44,27.32
Psal_011363,121,19.83,21.49,30.58,28.1
Psal_011364,288,22.92,22.22,20.83,34.03
Psal_011365,588,20.24,30.78,24.66,24.32
Psal_011366,209,18.66,28.71,18.66,33.97
Psal_011367,113,19.47,23.89,33.63,23.01
Psal_011368,406,22.91,26.85,28.08,22.17
Psal_011369,178,16.85,20.79,21.35,41.01
Psal_011370,211,27.49,25.59,22.75,24.17
Psal_011371,267,25.84,25.09,18.73,30.34
Psal_011372,286,19.23,24.48,25.17,31.12
Psal_011373,399,19.55,24.56,25.56,30.33
Psal_011374,46,26.09,34.78,15.22,23.91
Psal_011375,168,23.21,28.57,20.83,27.38
Psal_011376,176,18.75,27.27,20.45,33.52
Psal_011377,293,28.33,24.23,19.8,27.65
Psal_011378,255,18.82,24.71,29.02,27.45
Psal_011379,715,23.36,33.71,17.2,25.73
Psal_011380,236,18.22,21.19,23.31,37.29
Psal_011381,583,21.78,29.67,21.27,27.27
Psal_011382,227,27.75,25.55,20.7,25.99
Psal_011383,417,15.11,25.66,25.42,33.81
Psal_011384,174,17.24,16.67,29.31,36.78
Psal_011385,186,19.35,32.8,27.96,19.89
Psal_011386,479,21.29,27.14,24.01,27.56
Psal_011387,193,19.17,26.42,22.8,31.61
Psal_011388,209,23.92,25.36,22.97,27.75
Psal_011389,334,16.17,28.14,22.75,32.93
Psal_011390,79,26.58,20.25,30.38,22.78
Psal_011391,767,12.13,34.03,17.86,35.98
Psal_011392,751,9.59,37.15,14.51,38.75
Psal_011393,219,17.81,31.96,19.18,31.05
Psal_011394,173,20.23,24.86,22.54,32.37
Psal_011395,127,19.69,33.07,20.47,26.77
Psal_011396,219,13.24,31.05,14.16,41.55
Psal_011397,816,19.49,30.02,22.3,28.19
Psal_011398,171,22.22,23.98,19.3,34.5
Psal_011399,344,24.13,20.35,25.0,30.52
Psal_011400,104,22.12,16.35,25.0,36.54
Psal_011401,346,17.92,31.21,21.97,28.9
Psal_011402,409,19.8,27.14,21.27,31.78
Psal_011403,290,22.76,23.79,27.59,25.86
Psal_011404,460,18.48,30.43,21.09,30.0
Psal_011405,450,20.0,27.33,23.78,28.89
Psal_011406,63,26.98,19.05,26.98,26.98
Psal_011407,369,18.7,28.73,21.68,30.89
Psal_011408,124,27.42,25.81,22.58,24.19
Psal_011409,293,11.6,30.38,19.45,38.57
Psal_011410,177,12.99,28.25,18.64,40.11
Psal_011411,123,25.2,33.33,18.7,22.76
Psal_011412,175,20.57,13.14,26.29,40.0
Psal_011413,372,17.74,30.11,22.85,29.3
Psal_011414,550,20.73,28.18,20.73,30.36
Psal_011415,251,23.51,23.9,23.51,29.08
Psal_011416,345,20.87,22.9,17.97,38.26
Psal_011417,139,29.5,23.74,25.9,20.86
Psal_011418,116,26.72,30.17,18.97,24.14
Psal_011419,539,26.9,26.35,16.51,30.24
Psal_011420,288,21.53,27.78,13.89,36.81
Psal_011421,241,20.75,21.58,29.46,28.22
Psal_011422,214,19.16,23.36,25.7,31.78
Psal_011423,636,16.51,27.36,25.0,31.13
Psal_011424,645,21.09,27.75,18.14,33.02
Psal_011425,220,24.09,26.82,22.73,26.36
Psal_011426,57,26.32,26.32,26.32,21.05
Psal_011427,63,23.81,28.57,20.63,26.98
Psal_011428,202,27.72,17.33,31.68,23.27
Psal_011429,198,19.19,26.26,23.23,31.31
Psal_011430,195,23.08,19.49,31.28,26.15
Psal_011431,484,15.5,25.0,32.85,26.65
Psal_011432,176,19.32,18.18,31.25,31.25
Psal_011433,558,25.81,30.65,17.74,25.81
Psal_011434,186,24.73,25.81,21.51,27.96
Psal_011435,650,22.15,29.85,19.85,28.15
Psal_011436,120,20.83,27.5,15.0,36.67
Psal_011437,200,27.0,25.0,22.5,25.5
Psal_011438,119,20.17,29.41,15.97,34.45
Psal_011439,235,27.66,30.21,18.3,23.83
Psal_011440,191,19.37,25.65,23.04,31.94
Psal_011441,221,21.27,29.41,16.29,33.03
Psal_011442,124,23.39,16.13,29.03,31.45
Psal_011443,101,21.78,30.69,16.83,30.69
Psal_011444,108,22.22,29.63,21.3,26.85
Psal_011445,231,18.18,28.14,24.24,29.44
Psal_011446,383,20.37,25.33,19.84,34.46
Psal_011447,394,15.48,31.98,17.77,34.77
Psal_011448,260,11.54,46.54,10.77,31.15
Psal_011449,104,25.0,22.12,25.96,26.92
Psal_011450,488,21.11,30.74,20.7,27.46
Psal_011451,253,25.69,24.9,24.9,24.51
Psal_011452,264,18.56,34.47,12.5,34.47
Psal_011453,63,30.16,22.22,12.7,34.92
Psal_011454,714,20.59,23.25,31.79,24.37
Psal_011455,45,24.44,33.33,15.56,26.67
Psal_011456,277,18.41,28.52,23.83,29.24
Psal_011457,650,22.15,28.46,24.15,25.23
Psal_011458,241,22.41,28.63,22.41,26.56
Psal_011459,145,22.07,24.83,19.31,33.79
Psal_011460,33,27.27,27.27,15.15,30.3
Psal_011461,309,21.68,26.54,25.24,26.54
Psal_011462,231,21.65,26.41,28.14,23.81
Psal_011463,274,21.53,27.74,18.98,31.75
Psal_011464,381,19.42,29.13,19.69,31.76
Psal_011465,360,21.67,26.67,20.83,30.83
Psal_011466,284,18.31,26.76,16.55,38.38
Psal_011467,499,19.64,32.26,21.24,26.85
Psal_011468,199,19.1,25.63,27.14,28.14
Psal_011469,133,24.81,27.07,18.8,29.32
Psal_011470,196,25.51,27.55,21.43,25.51
Psal_011471,229,21.4,25.33,28.38,24.89
Psal_011472,336,20.24,24.4,37.5,17.86
Psal_011473,442,23.08,24.43,29.41,23.08
Psal_011474,307,14.01,17.92,43.0,25.08
Psal_011475,478,23.85,26.36,24.06,25.73
Psal_011476,225,14.67,30.67,12.89,41.78
Psal_011477,82,14.63,26.83,23.17,35.37
Psal_011478,202,13.86,33.17,26.24,26.73
Psal_011479,597,23.95,26.13,25.8,24.12
Psal_011480,227,14.1,29.96,13.66,42.29
Psal_011481,310,19.68,26.45,24.52,29.35
Psal_011482,170,19.41,29.41,14.12,37.06
Psal_011483,777,22.27,29.21,17.12,31.4
Psal_011484,389,21.34,33.42,19.54,25.71
Psal_011485,318,20.75,31.13,18.55,29.56
Psal_011486,215,20.0,27.91,20.47,31.63
Psal_011487,380,23.95,23.68,17.37,35.0
Psal_011488,308,12.34,37.01,19.48,31.17
Psal_011489,329,22.8,22.49,27.66,27.05
Psal_011490,323,16.41,29.72,20.12,33.75
Psal_011491,296,17.23,31.08,25.0,26.69
Psal_011492,265,23.77,23.77,21.13,31.32
Psal_011493,276,22.83,26.81,18.84,31.52
Psal_011494,258,24.03,25.58,24.03,26.36
Psal_011495,303,25.74,25.41,20.46,28.38
Psal_011496,201,20.4,21.89,20.4,37.31
Psal_011497,198,16.67,23.74,23.74,35.86
Psal_011498,139,23.74,28.78,21.58,25.9
Psal_011499,125,19.2,20.8,24.0,36.0
Psal_011500,235,26.38,20.85,22.55,30.21
Psal_011501,163,23.93,23.93,19.02,33.13
Psal_011502,355,24.79,21.13,21.41,32.68
Psal_011503,166,24.1,31.93,17.47,26.51
Psal_011504,858,20.86,30.54,21.33,27.27
Psal_011505,118,21.19,29.66,20.34,28.81
Psal_011506,185,23.24,25.95,21.08,29.73
Psal_011507,342,21.35,27.49,20.47,30.7
Psal_011508,198,18.69,24.75,22.73,33.84
Psal_011509,419,16.71,31.74,16.23,35.32
Psal_011510,415,18.55,30.12,21.2,30.12
Psal_011511,471,24.84,26.33,22.51,26.33
Psal_011512,95,17.89,24.21,31.58,26.32
Psal_011513,36,16.67,25.0,25.0,33.33
Psal_011514,177,20.34,23.73,20.9,35.03
Psal_011515,197,24.87,19.8,24.87,30.46
Psal_011516,66,25.76,16.67,22.73,34.85
Psal_011517,76,31.58,18.42,31.58,18.42
Psal_011518,305,11.15,32.46,16.07,40.33
Psal_011519,296,20.95,26.01,29.73,23.31
Psal_011520,179,17.32,28.49,30.73,23.46
Psal_011521,249,24.1,24.1,21.29,30.52
Psal_011522,140,26.43,28.57,16.43,28.57
Psal_011523,374,22.19,28.07,18.45,31.28
Psal_011524,565,22.3,30.44,23.89,23.36
Psal_011525,302,26.82,21.52,25.17,26.49
Psal_011526,352,18.47,32.95,16.19,32.39
Psal_011527,162,22.22,30.86,20.99,25.93
Psal_011528,405,20.99,25.43,27.65,25.93
Psal_011529,407,20.88,26.04,20.64,32.43
Psal_011530,197,22.84,25.89,24.37,26.9
Psal_011531,346,25.14,29.19,18.21,27.46
Psal_011532,306,21.9,25.16,28.1,24.84
Psal_011533,618,21.04,30.42,22.98,25.57
Psal_011534,165,23.64,20.0,32.73,23.64
Psal_011535,231,21.65,27.27,20.78,30.3
Psal_011536,317,17.03,28.71,22.08,32.18
Psal_011537,58,15.52,18.97,18.97,46.55
Psal_011538,255,20.78,27.06,18.04,34.12
Psal_011539,163,14.72,28.83,12.27,44.17
Psal_011540,155,20.65,27.74,18.06,33.55
Psal_011541,643,21.46,25.19,21.77,31.57
Psal_011542,81,23.46,28.4,14.81,33.33
Psal_011543,387,20.67,31.01,19.38,28.94
Psal_011544,109,19.27,29.36,15.6,35.78
Psal_011545,334,18.86,28.44,19.76,32.93
Psal_011546,169,24.26,28.4,26.63,20.71
Psal_011547,327,21.1,29.97,18.65,30.28
Psal_011548,230,18.26,27.83,23.48,30.43
Psal_011549,236,21.61,24.15,25.0,29.24
Psal_011550,231,20.35,25.97,22.51,31.17
Psal_011551,326,17.18,27.61,22.39,32.82
Psal_011552,182,17.03,29.12,21.98,31.87
Psal_011553,245,23.27,22.04,22.04,32.65
Psal_011554,149,19.46,27.52,22.15,30.87
Psal_011555,92,26.09,21.74,23.91,28.26
Psal_011556,163,24.54,22.7,22.09,30.67
Psal_011557,563,15.99,28.95,20.07,34.99
Psal_011558,453,19.87,20.09,32.89,27.15
Psal_011559,54,27.78,25.93,31.48,14.81
Psal_011560,185,26.49,24.32,16.76,32.43
Psal_011561,377,24.67,21.49,19.63,34.22
Psal_011562,240,23.75,30.42,18.75,27.08
